sub001_og_fw_lap6.txt
Scaling.Coef.Hip	1.300000	Scaling.Coef.Knee	1.000000	Start.Time	0.000000	End.Time	21.490000
ave.x	ave.y	ave.z	ave.angle.1	ave.angle.2	ave.angle.3	ave.angle.4	target.x	target.y	target.z	target.angle.1	target.angle.2	target.angle.3	target.angle.4
-0.138	-0.822	-0.039	-0.074	0.047	0.000	-0.181	-0.137	-0.823	0.000
-0.141	-0.822	-0.040	-0.077	0.048	0.000	-0.181	-0.138	-0.822	0.000
-0.143	-0.821	-0.040	-0.080	0.048	0.000	-0.180	-0.141	-0.822	0.000
-0.144	-0.821	-0.041	-0.081	0.049	0.000	-0.180	-0.143	-0.821	0.000
-0.144	-0.821	-0.042	-0.081	0.051	0.000	-0.180	-0.144	-0.821	0.000
-0.145	-0.821	-0.043	-0.083	0.052	0.000	-0.180	-0.144	-0.821	0.000
-0.148	-0.820	-0.044	-0.087	0.052	0.000	-0.179	-0.145	-0.821	0.000
-0.150	-0.820	-0.044	-0.088	0.053	0.000	-0.180	-0.148	-0.820	0.000
-0.150	-0.820	-0.045	-0.089	0.054	0.000	-0.180	-0.150	-0.820	0.000
-0.151	-0.819	-0.046	-0.090	0.056	0.000	-0.180	-0.150	-0.820	0.000
-0.153	-0.819	-0.047	-0.092	0.056	0.000	-0.181	-0.151	-0.819	0.000
-0.157	-0.818	-0.048	-0.096	0.057	0.000	-0.180	-0.153	-0.819	0.000
-0.157	-0.818	-0.048	-0.097	0.058	0.000	-0.181	-0.157	-0.818	0.000
-0.157	-0.818	-0.049	-0.097	0.059	0.000	-0.181	-0.157	-0.818	0.000
-0.158	-0.818	-0.050	-0.098	0.060	0.000	-0.181	-0.157	-0.818	0.000
-0.161	-0.817	-0.050	-0.101	0.060	0.000	-0.182	-0.158	-0.818	0.000
-0.164	-0.816	-0.051	-0.104	0.061	0.000	-0.183	-0.161	-0.817	0.000
-0.164	-0.816	-0.051	-0.104	0.062	0.000	-0.183	-0.164	-0.816	0.000
-0.165	-0.816	-0.052	-0.105	0.063	0.000	-0.184	-0.164	-0.816	0.000
-0.166	-0.816	-0.053	-0.106	0.063	0.000	-0.184	-0.165	-0.816	0.000
-0.170	-0.815	-0.053	-0.111	0.064	0.000	-0.185	-0.166	-0.816	0.000
-0.172	-0.814	-0.053	-0.112	0.064	0.000	-0.187	-0.170	-0.815	0.000
-0.172	-0.814	-0.054	-0.112	0.064	0.000	-0.188	-0.172	-0.814	0.000
-0.173	-0.814	-0.054	-0.112	0.065	0.000	-0.188	-0.172	-0.814	0.000
-0.175	-0.813	-0.054	-0.114	0.065	0.000	-0.189	-0.173	-0.814	0.000
-0.178	-0.812	-0.054	-0.118	0.065	0.000	-0.191	-0.175	-0.813	0.000
-0.180	-0.812	-0.054	-0.119	0.065	0.000	-0.192	-0.178	-0.812	0.000
-0.180	-0.812	-0.055	-0.119	0.065	0.000	-0.194	-0.180	-0.812	0.000
-0.182	-0.811	-0.055	-0.121	0.066	0.000	-0.195	-0.180	-0.812	0.000
-0.186	-0.810	-0.055	-0.124	0.066	0.000	-0.197	-0.182	-0.811	0.000
-0.189	-0.809	-0.055	-0.127	0.066	0.000	-0.200	-0.186	-0.810	0.000
-0.190	-0.809	-0.055	-0.127	0.066	0.000	-0.201	-0.189	-0.809	0.000
-0.190	-0.809	-0.055	-0.127	0.067	0.000	-0.202	-0.190	-0.809	0.000
-0.192	-0.808	-0.055	-0.128	0.067	0.000	-0.205	-0.190	-0.809	0.000
-0.196	-0.807	-0.055	-0.130	0.066	0.000	-0.209	-0.192	-0.808	0.000
-0.198	-0.806	-0.055	-0.132	0.066	0.000	-0.212	-0.196	-0.807	0.000
-0.200	-0.805	-0.055	-0.133	0.067	0.000	-0.214	-0.198	-0.806	0.000
-0.202	-0.805	-0.056	-0.134	0.067	0.000	-0.217	-0.200	-0.805	0.000
-0.204	-0.804	-0.056	-0.136	0.067	0.000	-0.220	-0.202	-0.805	0.000
-0.208	-0.802	-0.056	-0.138	0.067	0.000	-0.225	-0.204	-0.804	0.000
-0.210	-0.802	-0.056	-0.139	0.067	0.000	-0.228	-0.208	-0.802	0.000
-0.211	-0.801	-0.056	-0.140	0.067	0.000	-0.229	-0.210	-0.802	0.000
-0.213	-0.801	-0.056	-0.141	0.067	0.000	-0.232	-0.211	-0.801	0.000
-0.216	-0.800	-0.055	-0.142	0.067	0.000	-0.235	-0.213	-0.801	0.000
-0.219	-0.798	-0.055	-0.144	0.067	0.000	-0.241	-0.216	-0.800	0.000
-0.220	-0.798	-0.055	-0.144	0.066	0.000	-0.244	-0.219	-0.798	0.000
-0.223	-0.797	-0.054	-0.145	0.066	0.000	-0.248	-0.220	-0.798	0.000
-0.225	-0.796	-0.054	-0.146	0.065	0.000	-0.251	-0.223	-0.797	0.000
-0.228	-0.795	-0.054	-0.147	0.065	0.000	-0.256	-0.225	-0.796	0.000
-0.231	-0.794	-0.053	-0.148	0.064	0.000	-0.262	-0.228	-0.795	0.000
-0.234	-0.792	-0.052	-0.149	0.063	0.000	-0.267	-0.231	-0.794	0.000
-0.235	-0.792	-0.052	-0.150	0.063	0.000	-0.268	-0.234	-0.792	0.000
-0.237	-0.791	-0.051	-0.151	0.062	0.000	-0.273	-0.235	-0.792	0.000
-0.240	-0.789	-0.050	-0.151	0.061	0.000	-0.280	-0.237	-0.791	0.000
-0.243	-0.788	-0.049	-0.152	0.060	0.000	-0.286	-0.240	-0.789	0.000
-0.245	-0.787	-0.048	-0.153	0.059	0.000	-0.290	-0.243	-0.788	0.000
-0.248	-0.786	-0.048	-0.153	0.058	0.000	-0.296	-0.245	-0.787	0.000
-0.251	-0.785	-0.047	-0.155	0.056	0.000	-0.301	-0.248	-0.786	0.000
-0.255	-0.783	-0.045	-0.155	0.054	0.000	-0.310	-0.251	-0.785	0.000
-0.258	-0.781	-0.044	-0.156	0.053	0.000	-0.316	-0.255	-0.783	0.000
-0.258	-0.781	-0.043	-0.156	0.052	0.000	-0.318	-0.258	-0.781	0.000
-0.261	-0.780	-0.042	-0.157	0.051	0.000	-0.322	-0.258	-0.781	0.000
-0.265	-0.778	-0.040	-0.157	0.049	0.000	-0.331	-0.261	-0.780	0.000
-0.269	-0.776	-0.038	-0.158	0.046	0.000	-0.341	-0.265	-0.778	0.000
-0.271	-0.774	-0.037	-0.158	0.044	0.000	-0.347	-0.269	-0.776	0.000
-0.273	-0.773	-0.036	-0.159	0.044	0.000	-0.349	-0.271	-0.774	0.000
-0.277	-0.771	-0.034	-0.160	0.041	0.000	-0.359	-0.273	-0.773	0.000
-0.280	-0.769	-0.032	-0.159	0.039	0.000	-0.369	-0.277	-0.771	0.000
-0.283	-0.767	-0.029	-0.159	0.036	0.000	-0.378	-0.280	-0.769	0.000
-0.284	-0.766	-0.029	-0.159	0.035	0.000	-0.380	-0.283	-0.767	0.000
-0.287	-0.765	-0.027	-0.160	0.033	0.000	-0.386	-0.284	-0.766	0.000
-0.290	-0.763	-0.025	-0.160	0.031	0.000	-0.394	-0.287	-0.765	0.000
-0.293	-0.761	-0.023	-0.159	0.028	0.000	-0.404	-0.290	-0.763	0.000
-0.296	-0.759	-0.020	-0.159	0.025	0.000	-0.412	-0.293	-0.761	0.000
-0.297	-0.758	-0.019	-0.160	0.024	0.000	-0.415	-0.296	-0.759	0.000
-0.300	-0.756	-0.017	-0.159	0.020	0.000	-0.426	-0.297	-0.758	0.000
-0.303	-0.753	-0.013	-0.157	0.016	0.000	-0.438	-0.300	-0.756	0.000
-0.306	-0.751	-0.010	-0.156	0.013	0.000	-0.448	-0.303	-0.753	0.000
